repo_name,component_id,url,node_id,comment_count
c,o,m,p,o,n,e,n,t,_,s,i,z,e
Activiti/Activiti,1,https://github.com/Activiti/Activiti/issues/4011,4011,1,2
Activiti/Activiti,1,https://github.com/Activiti/Activiti/issues/4013,4013,1,2
Activiti/Activiti,29,https://github.com/Activiti/Activiti/issues/3984,3984,0,2
Activiti/Activiti,29,https://github.com/Activiti/Activiti/issues/3983,3983,0,2
Activiti/Activiti,31,https://github.com/Activiti/Activiti/issues/3980,3980,0,2
Activiti/Activiti,31,https://github.com/Activiti/Activiti/issues/3981,3981,0,2
Activiti/Activiti,33,https://github.com/Activiti/Activiti/issues/3968,3968,0,3
Activiti/Activiti,33,https://github.com/Activiti/Activiti/issues/3969,3969,0,3
Activiti/Activiti,33,https://github.com/Activiti/Activiti/issues/3978,3978,0,3
Activiti/Activiti,42,https://github.com/Activiti/Activiti/issues/3966,3966,0,2
Activiti/Activiti,42,https://github.com/Activiti/Activiti/issues/3967,3967,0,2
Activiti/Activiti,43,https://github.com/Activiti/Activiti/issues/3964,3964,0,2
Activiti/Activiti,43,https://github.com/Activiti/Activiti/issues/3965,3965,0,2
Activiti/Activiti,47,https://github.com/Activiti/Activiti/issues/3960,3960,1,2
Activiti/Activiti,47,https://github.com/Activiti/Activiti/issues/3911,3911,2,2
Activiti/Activiti,49,https://github.com/Activiti/Activiti/issues/3957,3957,0,2
Activiti/Activiti,49,https://github.com/Activiti/Activiti/issues/3958,3958,0,2
Activiti/Activiti,57,https://github.com/Activiti/Activiti/issues/3938,3938,0,2
Activiti/Activiti,57,https://github.com/Activiti/Activiti/issues/3949,3949,0,2
Activiti/Activiti,63,https://github.com/Activiti/Activiti/issues/3916,3916,0,2
Activiti/Activiti,63,https://github.com/Activiti/Activiti/issues/3943,3943,3,2
Activiti/Activiti,79,https://github.com/Activiti/Activiti/issues/3925,3925,0,2
Activiti/Activiti,79,https://github.com/Activiti/Activiti/issues/3926,3926,0,2
Activiti/Activiti,84,https://github.com/Activiti/Activiti/issues/3920,3920,0,2
Activiti/Activiti,84,https://github.com/Activiti/Activiti/issues/3904,3904,0,2
Activiti/Activiti,91,https://github.com/Activiti/Activiti/issues/3912,3912,0,2
Activiti/Activiti,91,https://github.com/Activiti/Activiti/issues/3910,3910,1,2
ag-grid/ag-grid,3352,https://github.com/ag-grid/ag-grid/issues/5330,5330,1,2
ag-grid/ag-grid,3352,https://github.com/ag-grid/ag-grid/issues/5333,5333,1,2
ag-grid/ag-grid,3365,https://github.com/ag-grid/ag-grid/issues/5302,5302,1,2
ag-grid/ag-grid,3365,https://github.com/ag-grid/ag-grid/issues/5319,5319,2,2
ag-grid/ag-grid,3372,https://github.com/ag-grid/ag-grid/issues/5312,5312,2,2
ag-grid/ag-grid,3372,https://github.com/ag-grid/ag-grid/issues/5284,5284,7,2
ag-grid/ag-grid,3379,https://github.com/ag-grid/ag-grid/issues/5305,5305,0,2
ag-grid/ag-grid,3379,https://github.com/ag-grid/ag-grid/issues/5303,5303,1,2
ag-grid/ag-grid,3385,https://github.com/ag-grid/ag-grid/issues/5280,5280,3,2
ag-grid/ag-grid,3385,https://github.com/ag-grid/ag-grid/issues/5297,5297,4,2
ag-grid/ag-grid,3416,https://github.com/ag-grid/ag-grid/issues/5264,5264,2,2
ag-grid/ag-grid,3416,https://github.com/ag-grid/ag-grid/issues/5243,5243,10,2
ag-grid/ag-grid,3422,https://github.com/ag-grid/ag-grid/issues/5200,5200,1,3
ag-grid/ag-grid,3422,https://github.com/ag-grid/ag-grid/issues/5258,5258,2,3
ag-grid/ag-grid,3422,https://github.com/ag-grid/ag-grid/issues/5211,5211,3,3
ag-grid/ag-grid,3447,https://github.com/ag-grid/ag-grid/issues/5216,5216,1,5
ag-grid/ag-grid,3447,https://github.com/ag-grid/ag-grid/issues/5218,5218,1,5
ag-grid/ag-grid,3447,https://github.com/ag-grid/ag-grid/issues/5227,5227,2,5
ag-grid/ag-grid,3447,https://github.com/ag-grid/ag-grid/issues/5232,5232,3,5
ag-grid/ag-grid,3447,https://github.com/ag-grid/ag-grid/issues/5209,5209,3,5
ag-grid/ag-grid,3450,https://github.com/ag-grid/ag-grid/issues/5226,5226,2,2
ag-grid/ag-grid,3450,https://github.com/ag-grid/ag-grid/issues/5229,5229,3,2
ag-grid/ag-grid,3485,https://github.com/ag-grid/ag-grid/issues/5161,5161,1,2
ag-grid/ag-grid,3485,https://github.com/ag-grid/ag-grid/issues/5162,5162,1,2
ag-grid/ag-grid,3488,https://github.com/ag-grid/ag-grid/issues/5128,5128,1,2
ag-grid/ag-grid,3488,https://github.com/ag-grid/ag-grid/issues/5158,5158,10,2
ag-grid/ag-grid,3524,https://github.com/ag-grid/ag-grid/issues/5120,5120,2,4
ag-grid/ag-grid,3524,https://github.com/ag-grid/ag-grid/issues/5121,5121,3,4
ag-grid/ag-grid,3524,https://github.com/ag-grid/ag-grid/issues/5112,5112,4,4
ag-grid/ag-grid,3524,https://github.com/ag-grid/ag-grid/issues/5119,5119,5,4
ag-grid/ag-grid,3538,https://github.com/ag-grid/ag-grid/issues/5104,5104,1,3
ag-grid/ag-grid,3538,https://github.com/ag-grid/ag-grid/issues/5085,5085,11,3
