repo_name,component_id,link_url,node_1_type,node_1_id,node_1_author,node_1_num_comment,node_2_type,node_2_id,node_2_author,node_2_num_comments,Link Type,Quotes
apache/dubbo,13361,https://github.com/apache/dubbo/pull/2293#issue-350272334,pull_request,2293,https://github.com/huchuanling,0,issue,1713,https://github.com/ralf0131,4,fixes,"#1713
fix bugs for issue 1713"
apache/dubbo,13361,https://github.com/apache/dubbo/pull/2279#issuecomment-413785303,pull_request,2279,https://github.com/wanwanpp,3,issue,2312,https://github.com/diecui1202,1,impact,"The two methods getLevel and getFile are used for telnet handler, but I found it's not correct.

Therefore in this PR, the two methods are just empty implementation, I've started a new issue #2312 to track this."
,,,,,,,,,,,,
tensorpack/tensorpack,58936,https://github.com/tensorpack/tensorpack/issues/209#issuecomment-289578113,issue,209,https://github.com/JesseYang,3,issue,191,https://github.com/JesseYang,11,fixes,"Apart from using SimpleTrainer, you can also just use the debug hook I mentioned last time (#191). It should be less error-prone than injecting a debug session and make every ops under inspection."
,,,issue,631,,,issue,191,,,uses,"I tried adding hook method as mentioned in #191, but same error prompts"
tensorpack/tensorpack,58936,https://github.com/tensorpack/tensorpack/issues/916#issue-366716726,issue,916,https://github.com/jwook1004,11,issue,191,https://github.com/JesseYang,11,uses,"...  I checked via Tensorflow debugger (#191) that in the forward and backward convolutions (i.e, Conv2D and Conv2DBackpropInput) the quantized weights are used as the weight for both forward and backward computation.  ..."
,,,issue,1142,,,issue,191,,,uses,(2) Following issue #191 ... 
tensorpack/tensorpack,58936,https://github.com/tensorpack/tensorpack/issues/1153#issue-434152051,issue,1153,https://github.com/zhou-git,7,issue,1142,https://github.com/zhou-git,4,uses,"I am trying to debug a customized model built using examples/FasterRCNN as template. Thanks to your help #1142 , now I can run the debugger."
tensorpack/tensorpack,58936,https://github.com/tensorpack/tensorpack/issues/1181#issue-442235138,issue,1181,https://github.com/zxpeter,4,issue,1153,https://github.com/zhou-git,7,context,I also checked related issues #325 and #1153.
tensorpack/tensorpack,58936,https://github.com/tensorpack/tensorpack/issues/1181#issue-442235138,issue,1181,https://github.com/zxpeter,4,issue,325,https://github.com/kdplus,13,context,I also checked related issues #325 and #1153.
tensorpack/tensorpack,58936,https://github.com/tensorpack/tensorpack/issues/1533#issue-946197671,issue,1533,https://github.com/ck6698000,1,issue,631,https://github.com/twangnh,4,uses,"I was trying to debug my session. After I add TFLocalCLIDebugHook() in Callbacks of training file (according to official reply here #631 (comment)), it report several errors as below."
,,,,,,,,,,,,
MithrilJS/mithril.js,36152,https://github.com/MithrilJS/mithril.js/pull/2032#issuecomment-348003943,pull_request,2032,https://github.com/pygy,10,pull_request,2034,https://github.com/pygy,12,context,"@tivac I still would like to have #2034 merged into both next and v1_1_x, then move the master ref to the tip of the v1_1_x branch:"
MithrilJS/mithril.js,36152,https://github.com/MithrilJS/mithril.js/pull/2034#issue-277903308,pull_request,2034,https://github.com/pygy,12,issue,2036,https://github.com/pygy,1,fixes,"This fixes 1 and 2

edit: and now 3, and also #2036"
,,,,,,,,,,,,
Activiti/Activiti,185,https://github.com/Activiti/Activiti/pull/3788#issue-1084980977,pull_request,3788,https://github.com/erdemedeiros,0,issue,3787,https://github.com/erdemedeiros,0,fixes,Fixes #3787
Activiti/Activiti,185,https://github.com/Activiti/Activiti/pull/3799#issue-1101410215,pull_request,3799,https://github.com/erdemedeiros,0,issue,3787,https://github.com/erdemedeiros,0,context,"Simplify the propagation logic and make it consistent for user tasks, service tasks and call activities (...) Ref #3787"
,,,,,,,,,,,,
,,,,,,,,,,,,
grpc/grpc-web,23869,https://github.com/grpc/grpc-web/issues/769#issuecomment-606953600,issue,769,https://github.com/reselbob,3,issue,347,https://github.com/dv29,6,context,This issue will help you. It looks like the browser API is not enough. #347
,,,,,,,,,,,,
,,,,,,,,,,,,
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3465#issuecomment-711984538,pull_request,3465,https://github.com/abawchen,9,pull_request,3544,https://github.com/harupy,3,irrelevant,"Hi @abawchen, the error in the R check is unrelated to this PR. I have filed a PR to fix it: #3544."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3549#issuecomment-712980000,pull_request,3549,https://github.com/yitao-li,3,pull_request,3544,https://github.com/harupy,3,irrelevant,Rebasing should solve the error. #3544 fixed it.
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3568#issue-726392125,pull_request,3568,https://github.com/harupy,1,pull_request,3544,https://github.com/harupy,3,impact,"Reverts #3544 because the doc-link.yml workflow seems unstable (still not sure why) and sometimes hang. @dmatrixsorry, could you review this PR?"
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3542#issuecomment-711609096,pull_request,3542,https://github.com/harupy,1,pull_request,3544,https://github.com/harupy,3,fixes,Here's a RP to fix the R check: #3544
,,,issue,1423,https://github.com/djacobs7,9,pull_request,3085,,,similar,"I implemented support for xgboost in #3085 (following the keras model implementation), so I think it wouldn't be too hard to adapt for h2o."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/1423#issuecomment-691249533,issue,1423,https://github.com/djacobs7,9,pull_request,3416,https://github.com/yitao-li,6,fixes,"@smurching @lorenzwalthert I created PR for this and saw it working in my local dev env, but there are a lot of unrelated failures from other tests in Github CI (mostly along the lines of http 404/experiment does not exist, etc). I wonder if I'm missing something."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/1423#issuecomment-704188862,issue,1423,https://github.com/djacobs7,9,issue,3418,https://github.com/mdneuzerling,10,context,Also note that there is a tidymodels flavor discussion in #3418.
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/3047#issuecomment-653690308,issue,3047,https://github.com/yitao-li,3,pull_request,3048,https://github.com/lorenzwalthert,7,fixes,"I submitted #3048, you are welcome to have a look."
,,,issue,3047,,,pull_request,2367,,,depends,"As discussed with Javier, this change should help unblock #2367"
,,,issue,3047,,,pull_request,2367,,,depends,"I think we should at some point clean up all the CI/CD scripts for R, but I'd like to wait until after we merged #2367 because there is some interaction between the two topics."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3048#issuecomment-653739487,pull_request,3048,https://github.com/lorenzwalthert,7,pull_request,3050,https://github.com/harupy,0,context,"For some reason, the lintr action for python now does not pass anymore, and people work on it in #3050, so I hope we can merge this soon."
,,,pull_request,3048,,,pull_request,2724,,,improves,"Move the R tests from Travis to GitHub actions. This was previously attempted unsuccessfully because a missing libcurlsystem requirement was not installed in #2724,"
,,,pull_request,3048,,,pull_request,2367,,,impact,it is supposed to unblock #2367 because of newer gcc versions.
,,,pull_request,3048,,,pull_request,2367,,,depends,"I might do some more work on the R CI/CD to make it a bit cleaner after #2367, this is mainly c/p from Travis CI/CD."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3055#issue-651531267,pull_request,3055,https://github.com/yitao-li,1,pull_request,3048,https://github.com/lorenzwalthert,7,improves,This PR makes 2 minor changes to the Github Actions workflow introduced in #3048 so that its behavior conforms to that of the original Travis CI workflow a bit more.
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/2908#issue-633133325,pull_request,2908,https://github.com/smurching,5,pull_request,2724,https://github.com/aarondav,4,uses,"Adds most of the MLflow ""large"" tests that currently run in Travis to Github actions, following the pattern of #2700 and #2724, where we added MLflow small tests to github actions & later removed them from Travis CI once proven to be stable in Github actions."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/2908#issue-633133325,pull_request,2908,https://github.com/smurching,5,pull_request,2700,https://github.com/aarondav,3,uses,
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/2367#issuecomment-650538695,pull_request,2367,https://github.com/lorenzwalthert,13,pull_request,2908,https://github.com/smurching,5,context,"@javierluraschi before doing anything else, it seems we need to fix xgboost installation problems due to new compiler requirements (gcc <= 5.0) (travis log of our build, dmlc/xgboost#5685). Our build is based on Ubuntu 14.04 (trusty) and uses gcc 4.84. Seems trusty is the last supported Ubuntu version for building an R project on Travis. Maybe switching to GitHub actions anyways? It has proven difficult according to #2908 but maybe that's resolved now also (did not sound like it was impossible)."
,,,pull_request,2367,,,pull_request,2724,,,context,I am checking if I can port the R tests to GitHub Actions based on #2724.
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/2367#issue-557778195,pull_request,2367,https://github.com/lorenzwalthert,13,pull_request,3085,https://github.com/lorenzwalthert,3,improves,"I messed this up @javierluraschi, because the sign-off required a rebase, which caused a lot of merge conflicts, I decided to squash before but then I ended up with a huge commit (because I cherry-picked/merged some commits from master before).

I hence opened a new PR in #3085 to also commit things cleaner and get rid of the huge amount of experimental commits I made to try to get all three types of tests to pass."
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/2770#issuecomment-623761982,issue,2770,https://github.com/persas,8,pull_request,2186,https://github.com/harupy,2,context,"Hi @persas! More than happy to answer any specific questions you have about Model Flavor development. As a reference, I would recommend taking a look at a recent pull request that introduced an XGBoost flavor to MLflow: #2124. In particular, the mlflow/xgboost.py implements the new flavor logic and APIs (i.e., log_model, save_model, load_model, and get_default_conda_env(). We also recommend introducing a Gensim flavor example once the feature has been implemented (see #2186 for reference about how to write examples for new flavors).
"
,,,issue,2770,,,pull_request,2124,,,context,"Hi @persas! More than happy to answer any specific questions you have about Model Flavor development. As a reference, I would recommend taking a look at a recent pull request that introduced an XGBoost flavor to MLflow: #2124. In particular, the mlflow/xgboost.py implements the new flavor logic and APIs (i.e., log_model, save_model, load_model, and get_default_conda_env(). We also recommend introducing a Gensim flavor example once the feature has been implemented (see #2186 for reference about how to write examples for new flavors).

"
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3858#issue-769223373,pull_request,3858,https://github.com/yitao-li,1,issue,3817,https://github.com/yitao-li,0,fixes,
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/3494#issuecomment-716606070,issue,3494,https://github.com/yitao-li,7,pull_request,3501,https://github.com/yitao-li,6,irrelevant,@yitao-li I think this is closed with #3501?
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3549#issue-724695312,pull_request,3549,https://github.com/yitao-li,3,pull_request,3501,https://github.com/yitao-li,6,improves,Fixing the missing update to R API documentation from #3501
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/4529#issuecomment-881221637,issue,4529,https://github.com/FrieseWoudloper,3,issue,3817,https://github.com/yitao-li,0,context,#3817 would probably be a pre-condition for this
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3513#discussion_r504456278,pull_request,3542,https://github.com/harupy,1,pull_request,3513,https://github.com/harupy,1,improves,A follow-up for Add mlflow.shap.log_explanation #3513
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/2878#issuecomment-834656537,pull_request,2878,https://github.com/persas,16,pull_request,4312,https://github.com/afparsons,6,improves,"@persas I cherry-picked your relevant commits (so that you would get the credit!) and resubmitted a pull request. Thanks for your hard work. Hopefully Gensim flavor support is added soon. 🤞

#4312"
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/3465#issue-710096031,pull_request,3465,https://github.com/abawchen,9,issue,1598,https://github.com/ahmed-shariff,5,fixes,
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/3392#issue-694152349,issue,3392,https://github.com/smurching,8,pull_request,3513,https://github.com/harupy,1,fixes,Addressed by #3513.
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/pull/2142#issuecomment-558614107,pull_request,2142,https://github.com/harupy,1,pull_request,2124,https://github.com/harupy,2,improves,This PR is a follow up for #2124 .
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/2770#issuecomment-642700188,issue,2770,https://github.com/persas,8,pull_request,2878,https://github.com/persas,16,fixes,I have submitted a PR: #2878 a few weeks ago with no response.
mlflow/mlflow,38589,https://github.com/mlflow/mlflow/issues/3418#issuecomment-782174684,issue,3418,https://github.com/mdneuzerling,10,issue,3817,https://github.com/yitao-li,0,similar,
,,,issue,3418,,,pull_request,3085,,,context,"Just to make sure we are on the same page here, we should clarify: The minimal requirements for a flavour in R are an S3 generic for mlflow_save_model(), mlflow_log_model(), mlflow_load_model() and mlflow_predict() like for crate (or what I added for {xgboost} in #3085) as well as writing MLmodel as a side effect with mlflow_save_model() and mlflow_log_model()(see crate)."
mlflow/mlflow,38589,,pull_request,2136,https://github.com/harupy,3,pull_request,2170,https://github.com/harupy,1,impact,@smurching I opened a PR to update docstring #2170
,,,,,,,,,,,,
,,,,,,,,,,,,
casesandberg/react-color,16446,https://github.com/casesandberg/react-color/pull/671#issue-548475210,pull_request,671,https://github.com/casesandberg,0,issue,648,https://github.com/JCron245,1,fixes,Fixes #648.
,,,,,,,,,,,,
,,,,,,,,,,,,
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/185#issuecomment-194690479,issue,185,https://github.com/tofrookie,6,issue,187,https://github.com/sercanov,49,similar,related #187
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/211#issuecomment-201015685,issue,211,https://github.com/donghanji,4,issue,187,https://github.com/sercanov,49,duplicate,#187
,,,issue,215,,,issue,187,,,duplicate,There are few issues for that like #187.
,,,pull_request,381,,,issue,187,,,fixes,Takes out <ViewPagerAndroid> entirely. #187
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/609#issuecomment-294454394,issue,609,https://github.com/xsbailong,1,issue,187,https://github.com/sercanov,49,duplicate,duplicate of #187
,,,issue,813,,,issue,187,,,similar,"I am trying to place the tabs inside a scroll view(parent), but the tabs doesnot seem to scroll with the parent scroll.
Saw an issue regarding this #187 , but no solution to it."
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/187#issuecomment-438943568,issue,187,https://github.com/sercanov,49,pull_request,949,https://github.com/ptomasroos,23,fixes,I've now chcked the fork out @spencerkingman-niche and I will incorporate the idea of replacing the PageView with a ScrollView instead on the next write which I'm doing at this moment in #949
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/321#issuecomment-253158931,issue,321,https://github.com/xQuotes,3,issue,215,https://github.com/zjhsd2007,14,uses,i think there is a hack solution here: #215 and some discussion inside this issue
ptomasroos/react-native-scrollable-tab-view,46143,,issue,366,https://github.com/peterhn,12,issue,321,https://github.com/xQuotes,3,duplicate,The issue is similar to: #321
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/pull/534#issuecomment-276012213,pull_request,534,https://github.com/gmlion,6,issue,366,https://github.com/peterhn,12,context,"Also, I have found the setTimeout initially on stackoverflow, but I see it's mentioned also here (albeit for a slightly different problem I think) #366, so the credits for the solution are @MirGhojam"
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/521#issuecomment-276936892,issue,521,https://github.com/tinylpc,11,pull_request,534,https://github.com/gmlion,6,fixes,"Is #534 solving this?
If so, it would be cool to have it tagged on npm :)"
ptomasroos/react-native-scrollable-tab-view,46143,,pull_request,381,https://github.com/crozzfire,6,pull_request,445,https://github.com/walidvb,3,similar,Added a very similar PR that makes the use of ViewPagerAndroid optional
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/813#issuecomment-362481232,issue,813,https://github.com/Thanmai-C,6,pull_request,667,https://github.com/tibbus,22,uses,"Check the below link, it might help
#667 (commits)"
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/638#issuecomment-309295086,issue,638,https://github.com/ashrithks,9,pull_request,667,https://github.com/tibbus,22,fixes,Here is the code and PR : #667
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/pull/667#issue-236738017,pull_request,667,https://github.com/tibbus,22,issue,628,https://github.com/davidfloegel,3,fixes,ISSUES : 638  628  385
ptomasroos/react-native-scrollable-tab-view,46143,https://github.com/ptomasroos/react-native-scrollable-tab-view/issues/628#issuecomment-300143612,issue,628,https://github.com/davidfloegel,3,issue,385,https://github.com/bondanherumurti,11,duplicate,"Same issue is detailed here, also with a gif of desired result #385"
,,,,,,,,,,,,
,,,,,,,,,,,,
chaijs/chai,17472,https://github.com/chaijs/chai/issues/188#issue-17306734,issue,188,https://github.com/finian,1,issue,200,https://github.com/danb235,12,duplicate,"e.g. how to add extra messages in:
(1).should.be.ok (...)
see #200"
chaijs/chai,17472,https://github.com/chaijs/chai/issues/200#issue-20713201,issue,200,https://github.com/danb235,12,issue,81,https://github.com/ghost,15,context,"#81 explained a way to show a custom error message with the expect syntax. Can the same be done with ""should""... if so how exactly would that look?"
chaijs/chai,17472,https://github.com/chaijs/chai/issues/722#issue-159470248,issue,722,https://github.com/machineghost,3,issue,81,https://github.com/ghost,15,context,"This issue, #81, provides an incredibly short, incredibly useful withMessage ""plug-in"" for providing additional information when an expect assertion fails. (...)  Never mind, just discovered the optional message arguments to many of the ""expect"" style assertions."
,,,,,,,,,,,,
Activiti/Activiti,1985,https://github.com/Activiti/Activiti/issues/1481#issue-262759775,issue,1481,https://github.com/erdemedeiros,0,pull_request,1477,https://github.com/igdianov,1,impact,"Currently the read-only REST API for the audit model is done by handed coded controllers and resource assemblers. (...) 
Refer to #1477 if necessary."
,,,issue,1482,,,pull_request,1477,,,impact,"Currently the read-only REST API for the audit Mongo module is done by handed coded controllers and resource assemblers.  (...)
Refer to #1477 if necessary."
Activiti/Activiti,1985,https://github.com/Activiti/Activiti/pull/1500#issue-265466220,pull_request,1500,https://github.com/daisuke-yoshimoto,2,issue,1482,https://github.com/erdemedeiros,0,fixes,Refer to #1482
,,,,,,,,,,,,
chaijs/chai,17731,https://github.com/chaijs/chai/pull/213#issuecomment-29271887,pull_request,213,https://github.com/romario333,5,pull_request,211,https://github.com/nzakas,8,context,It seems that Travis is affected by this as well. PRs #211 and #214 fail with .bin/karma: No such file or directory.
chaijs/chai,17731,https://github.com/chaijs/chai/pull/213#issuecomment-29271887,pull_request,213,https://github.com/romario333,5,pull_request,214,https://github.com/romario333,10,context,It seems that Travis is affected by this as well. PRs #211 and #214 fail with .bin/karma: No such file or directory.
chaijs/chai,17731,https://github.com/chaijs/chai/pull/212#issuecomment-29271449,pull_request,212,https://github.com/romario333,5,pull_request,213,https://github.com/romario333,5,improves,Quick note: this pull request mixes two things together. I have opened new PR for this: #213
chaijs/chai,17731,https://github.com/chaijs/chai/pull/251#issue-29625885,pull_request,251,https://github.com/romario333,1,pull_request,214,https://github.com/romario333,10,improves,This PR replaces PR #214.
,,,,,,,,,,,,
apache/dubbo,11717,https://github.com/apache/dubbo/issues/4793#issuecomment-527766846,issue,4793,https://github.com/supercocoa,6,pull_request,4802,https://github.com/tswstarplanet,2,ignore,
apache/dubbo,11717,https://github.com/apache/dubbo/pull/5509#issue-540124601,pull_request,5509,https://github.com/mercyblitz,2,issue,5336,https://github.com/supercocoa,5,ignore,
apache/dubbo,11717,https://github.com/apache/dubbo/issues/5336#issuecomment-554628064,issue,5336,https://github.com/supercocoa,5,issue,5207,https://github.com/jimgreat,2,ignore,
,,,,,,,,,,,,
,,,,,,,,,,,,
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/pull/493#issue-360401087,pull_request,493,https://github.com/joshuacook,1,issue,155,https://github.com/wmeints,8,fixes,This is a proposed solution to: #155
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/pull/493#issuecomment-422241809,pull_request,493,https://github.com/joshuacook,1,issue,269,https://github.com/andremesarovic,1,similar,"It seems fine for the server to continue to return a non-200 response to the client in this case (although the response should be an application-level error rather than an internal server error, as mentioned in #269)."
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/issues/269#issue-348804741,issue,269,https://github.com/andremesarovic,1,pull_request,5458,https://github.com/mrkaye97,22,fixes,"@andremesarovic Thank you for filing this issue! It has finally been addressed, most recently by #5458 to handle 400-level errors due to invalid request input."
,,,pull_request,5458,,,issue,5208,,,fixes,Closes #5208
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/issues/5208#issue-1090735322,issue,5208,https://github.com/mrkaye97,6,issue,5199,https://github.com/mrkaye97,2,context,I keep getting 500 errors for things like supplying a parameter to an API call that's the wrong data type. See this issuefor an example.
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/issues/5208#issuecomment-1030858836,issue,5208,https://github.com/mrkaye97,6,pull_request,5350,https://github.com/mrkaye97,8,context,"In theory, I think this change should be fairly straightforward. See this comment in #5350 for an issue I'm having though."
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/issues/2628#issue-586980553,issue,2628,https://github.com/maximeturenne,2,pull_request,5458,https://github.com/mrkaye97,22,irrelevant,This has now been addressed via #5458.
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/pull/5350#issue-1125236856,pull_request,5350,https://github.com/mrkaye97,8,pull_request,5458,https://github.com/mrkaye97,22,irrelevant,Closing in favor of #5458
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/pull/5458#issuecomment-1089843203,pull_request,5458,https://github.com/mrkaye97,22,pull_request,5593,https://github.com/BenWilson2,0,irrelevant,I think the behavior you're seeing may be related to client-side validation in Python that we're removing via #5593; we recognize that the backend should be the source of truth regarding what constitutes valid input for MLflow APIs.
mlflow/mlflow,37705,https://github.com/mlflow/mlflow/pull/5778#issue-1215607191,pull_request,5778,https://github.com/harupy,0,pull_request,5458,https://github.com/mrkaye97,22,impact,Fix a bug added in #5458.
,,,,,,,,,,,,
,,,,,,,,,,,,
MithrilJS/mithril.js,37322,https://github.com/MithrilJS/mithril.js/issues/104#issuecomment-44561549,issue,104,https://github.com/panesofglass,11,issue,98,https://github.com/pistolero,23,context,
,,,,,,,,,,,,
,,,,,,,,,,,,
Project-OSRM/osrm-backend,44240,https://github.com/Project-OSRM/osrm-backend/pull/2400#issue-154556274,pull_request,2400,https://github.com/lbud,10,issue,2066,https://github.com/danpat,1,fixes,Closes #2066.
Project-OSRM/osrm-backend,44240,https://github.com/Project-OSRM/osrm-backend/issues/2981#issue-180519096,issue,2981,https://github.com/daniel-j-h,0,pull_request,2400,https://github.com/lbud,10,impact,"also we just merged #2400 this needs response docs, too."
Project-OSRM/osrm-backend,44240,https://github.com/Project-OSRM/osrm-backend/pull/3320#issue-189569057,pull_request,3320,https://github.com/danpat,0,issue,2981,https://github.com/daniel-j-h,0,fixes,Fixes #2981 - update tile plugin docs.
,,,,,,,,,,,,
summernote/summernote,55505,https://github.com/summernote/summernote/issues/3537#issuecomment-1005577512,issue,3537,https://github.com/es5es5,21,issue,4200,https://github.com/hakanerdal,4,duplicate,"Please refer to the more recent issue, which looks to be the same problem #4200"
summernote/summernote,55505,https://github.com/summernote/summernote/issues/3537#issuecomment-570778077,issue,3537,https://github.com/es5es5,21,pull_request,3545,https://github.com/lqez,1,fixes,Sorry for delaying. This was not a simple issue as I expected. See #3545
,,,issue,4205,,,issue,3537,,,impact,"Hello, I would like reopen issue #3537 because with summernote 0.8.20 the same problem occurs again."
summernote/summernote,55505,https://github.com/summernote/summernote/issues/4205#issue-1094215774,issue,4205,https://github.com/mathieu-dumoutier,1,issue,4200,https://github.com/hakanerdal,4,duplicate,"Please refer and discuss on the already open issue #4200, thank you."
summernote/summernote,55505,https://github.com/summernote/summernote/issues/4287#issuecomment-1119397238,issue,4287,https://github.com/davefv,3,issue,4200,https://github.com/hakanerdal,4,duplicate,"I'm sorry. If it is not intended to work in this way, the solution provided in #4200 already works for me. Thank you very much!!!"
,,,issue,4200,,,issue,4177,,,context,"I think would also need to be looked at, along with the pinned issue. We need to fix the build process, this should be looked at as well. #4177"
,,,issue,4271,,,issue,4200,,,duplicate,"Please continue this issue on #4200 as it looks to be the same problem. If it is different, please reopen of create a new issue, thank you."
summernote/summernote,55505,https://github.com/summernote/summernote/issues/4296#issuecomment-1134032512,issue,4296,https://github.com/yzhou88,3,issue,4177,https://github.com/smoldaner,13,duplicate,"Please refer to the pinned issue #4177
@lqez @easylogic @hackerwins This is also an ongoing issue that needs addressing, as I've mentioned elsewhere already, the whole build process needs fixing."
,,,issue,4296,,,issue,4200,,,duplicate,"I think this issue also relates to #4200 , please discuss further there, just so we can keep everything together while the issue is worked on to be resolved."
,,,pull_request,4299,,,issue,4177,,,fixes,"What are the relevant tickets?

#4177"
summernote/summernote,55505,https://github.com/summernote/summernote/pull/4308#issuecomment-1153406950,pull_request,4308,https://github.com/sjw-pc,2,pull_request,4299,https://github.com/easylogic,1,improves,source: #4299
summernote/summernote,55505,https://github.com/summernote/summernote/pull/4294#issuecomment-1127665749,pull_request,4294,https://github.com/sjw-pc,13,issue,4177,https://github.com/smoldaner,13,context,"I commented on the pinned issue, with the output of what I got if you want to check it out. #4177 (comment)"
,,,pull_request,4294,,,issue,4122,,,fixes,"I found 'this context 'invoke (eventName)' is a newly added code(#4122 ).This problem has not appeared before,so I boldly deleted it and didn't find any problems."
summernote/summernote,55505,https://github.com/summernote/summernote/pull/4152#issue-1007940941,pull_request,4152,https://github.com/DiemenDesign,4,issue,4122,https://github.com/rostacik,11,fixes,"What are the relevant tickets?

#4122"
summernote/summernote,55505,https://github.com/summernote/summernote/pull/4206#issue-1094924943,pull_request,4206,https://github.com/DiemenDesign,1,pull_request,4152,https://github.com/DiemenDesign,4,improves,"What are the relevant tickets?
#4152"
,,,pull_request,4206,,,issue,4122,,,fixes,Add changes from issue #4122 suggested by @1der1
summernote/summernote,55505,https://github.com/summernote/summernote/issues/4282#issue-1218610018,issue,4282,https://github.com/dmx-patrick,0,issue,4122,https://github.com/rostacik,11,context,Related issue: #4122
,,,,,,,,,,,,
,,,,,,,,,,,,
ag-grid/ag-grid,4821,https://github.com/ag-grid/ag-grid/issues/3734#issue-585657250,issue,3734,https://github.com/stephtea,9,issue,3680,https://github.com/simkessy,53,context,It is also referenced here: #3680
,,,,,,,,,,,,
Rapptz/discord.py,49494,https://github.com/Rapptz/discord.py/issues/1658#issuecomment-428724370,issue,1658,https://github.com/Phxntxm,3,pull_request,1659,https://github.com/Phxntxm,3,fixes,A pull request that addresses this: #1659
,,,,,,,,,,,,
John-Lluch/SWRevealViewController,25818,https://github.com/John-Lluch/SWRevealViewController/issues/551#issuecomment-185090684,issue,551,https://github.com/gabhisekdev,47,issue,524,https://github.com/Pocito,4,duplicate,"Please have a look here : http://www.appcoda.com/sidebar-menu-swift/
And #524
"
,,,,,,,,,,,,
,,,,,,,,,,,,
MithrilJS/mithril.js,36060,https://github.com/MithrilJS/mithril.js/pull/2234#issuecomment-426801412,pull_request,2234,https://github.com/ArjunVS1999,2,pull_request,2237,https://github.com/ArjunVS1999,0,context,"I also don't understand the point of your other PRs... #2235 is a mystery, #2236 patches a file that is generated automatically by the CI server and should never be modified by hand, and #2237 adds a JSON syntax error..."
MithrilJS/mithril.js,36060,https://github.com/MithrilJS/mithril.js/pull/2234#issuecomment-426801412,pull_request,2234,https://github.com/ArjunVS1999,2,pull_request,2235,https://github.com/ArjunVS1999,0,context,
MithrilJS/mithril.js,36060,https://github.com/MithrilJS/mithril.js/pull/2234#issuecomment-426801412,pull_request,2234,https://github.com/ArjunVS1999,2,pull_request,2236,https://github.com/ArjunVS1999,0,context,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
kubernetes-sigs/kustomize,30049,https://github.com/kubernetes-sigs/kustomize/pull/2768#issue-665370325,pull_request,2768,https://github.com/kzwang,5,issue,2208,https://github.com/Shplorf,8,fixes,Fixes #2208
