key,repo_name,size,diameter,density,author_count,comment_count,repo_contributors,component_url,list_of_nodes
1433,Activiti/Activiti,7,4,0.14285715,3,12,197,https://github.com/Activiti/Activiti/issues/2214,2214|2215|2216|2198|2199|2200|2172
